Name,Address,State,PIN,Tel,Email
A. J. FASHIONERA,"ROOM NO. 3, B-84, MULUND COLONY  NEAR CHHEDA PETROL PUMP, LBS MARG, MULUND WEST MUMBAI",Maharashtra,400080,"Tel :
															JCLKKOHPPNRP",akhishpingale27@gmail.com
,"909,9THAPMCMARKET,FALSAWADI,SAHARADARWAJA,RINGROAD, SURAT",Gujarat,395002,"Tel :
															JJEFJHMHOQ",akenterprise@gmail.com
A. K. ENTERPRISE,"909,9THAPMCMARKET,FALSAWADI,SAHARADARWAJA,RINGROAD, SURAT",Gujarat,395002,"Tel :
															JJEFJHMHOQ",akenterprise@gmail.com
,HOUSENO.-1104SECTOR-4 GURGAON,Haryana,122001,"Tel :
															GGDFKGH",exportsak@gmail.com
A. K. EXPORTS,HOUSENO.-1104SECTOR-4 GURGAON,Haryana,122001,"Tel :
															GGDFKGH",exportsak@gmail.com
,"NEWNO.205,OLDNO.99,LINGHICHETTYSTREET CHENNAI",Tamil Nadu,600001,"Tel :
															CGEGEFMN",hochennai@amahamed.com
A. M. AHAMED & CO.,"NEWNO.205,OLDNO.99,LINGHICHETTYSTREET CHENNAI",Tamil Nadu,600001,"Tel :
															CGEGEFMN",hochennai@amahamed.com
,"SHOPNO.G-193,APMCMARKETYARD,ONION&PATATOMARKET,TURBHE, NAVI MUMBAI",Maharashtra,400705,"Tel :
															CIKLNGMH",gopalnecessary@gmail.com
A. P. ENTERPRISES,"SHOPNO.G-193,APMCMARKETYARD,ONION&PATATOMARKET,TURBHE, NAVI MUMBAI",Maharashtra,400705,"Tel :
															CIKLNGMH",gopalnecessary@gmail.com
,"ANWAR CHAWL, ROOM NO.A-37,           KUTTIWADI, DHARAVI, CROSS ROAD,     MUMBAI",Maharashtra,400017,"Tel :
															CFCGLNMO",brothersaq@yahoo.co.in
A. Q. BROTHERS,"ANWAR CHAWL, ROOM NO.A-37,           KUTTIWADI, DHARAVI, CROSS ROAD,     MUMBAI",Maharashtra,400017,"Tel :
															CFCGLNMO",brothersaq@yahoo.co.in
,"21/1A/3,DARGAROAD,BLOCK-B,ROOMNO,.306 KOLKATA",West Bengal,700017,"Tel :
															CDKGKHHI",A.R.SONS@VSNL.COM
A. R. & SONS,"21/1A/3,DARGAROAD,BLOCK-B,ROOMNO,.306 KOLKATA",West Bengal,700017,"Tel :
															CDKGKHHI",A.R.SONS@VSNL.COM
,"22G,GORACHANDROAD, KOLKATA",West Bengal,700014,"Tel :
															EBCDKJGI",artraders.exporters@gmail.com
A. R. TRADERS,"22G,GORACHANDROAD, KOLKATA",West Bengal,700014,"Tel :
															EBCDKJGI",artraders.exporters@gmail.com
,"FLATNO.23,5THFLR.,KALANIKETANBLDG.,95,QUEENSRD., MUMBAI,",Maharashtra,400020,"Tel :
															CDCJJILK",asufoods@yahoo.com
A. S. U. FOODS  PVT. LTD.,"FLATNO.23,5THFLR.,KALANIKETANBLDG.,95,QUEENSRD., MUMBAI,",Maharashtra,400020,"Tel :
															CDCJJILK",asufoods@yahoo.com
,"305, KUSHUM VILLA                    HOUSE NO-198A, KOPERKHAIRNE         NAVI MUMBAI",Maharashtra,400709,"Tel :
															CIHIHMIM",anaexim@gmail.com
A.A. EXIM,"305, KUSHUM VILLA                    HOUSE NO-198A, KOPERKHAIRNE         NAVI MUMBAI",Maharashtra,400709,"Tel :
															CIHIHMIM",anaexim@gmail.com
,BARWALANMANOKAMNAKAMANDIR MORADABAD,Uttar Pradesh,244001,"Tel :
															JKLKFNGHPM",anees@aa-handicrafts.com
A.A.HANDICRAFT INDIA,BARWALANMANOKAMNAKAMANDIR MORADABAD,Uttar Pradesh,244001,"Tel :
															JKLKFNGHPM",anees@aa-handicrafts.com
,"Houseno0482,GovardhanKhairneHouse,IndraNagarTurbhe,NaviMumbai-400703 NAVI MUMBAI",Maharashtra,400703,"Tel :
															JICFJNLPRS",abinternational61@gmail.com
A.B.INTERNATIONAL,"Houseno0482,GovardhanKhairneHouse,IndraNagarTurbhe,NaviMumbai-400703 NAVI MUMBAI",Maharashtra,400703,"Tel :
															JICFJNLPRS",abinternational61@gmail.com
,"PLOTNO.46,VIVEKANANDNAGAR, NAGPUR",Maharashtra,440015,"Tel :
															GFHMNKM",info@acgintl.net
A.C.G. INTERNATIONAL,"PLOTNO.46,VIVEKANANDNAGAR, NAGPUR",Maharashtra,440015,"Tel :
															GFHMNKM",info@acgintl.net
,14/263SARAISULTANI ALIGARH,Uttar Pradesh,202001,"Tel :
															CFCKJHJ",alaqsa780@gmail.com
A.D. INTERNATIONAL,14/263SARAISULTANI ALIGARH,Uttar Pradesh,202001,"Tel :
															CFCKJHJ",alaqsa780@gmail.com
,"NO.5, C.C.B.F. ROAD, ALAMADHI, REDHILLS,  CHENNAI",Tamil Nadu,600052,"Tel :
															CHFFHNJK",adj@adjbros.com
A.D. JEYAVEERAPANDIA NADAR & BROS.(NAGAPATTINAM),"NO.5, C.C.B.F. ROAD, ALAMADHI, REDHILLS,  CHENNAI",Tamil Nadu,600052,"Tel :
															CHFFHNJK",adj@adjbros.com
,"1-20, NARASIMHA RAO PALEM, 
CHATRAI,  NUZVID",Andhra Pradesh,521214,"Tel :
															JBDDHHJKLS",mmmr3339@gmail.com
A.E Exports,"1-20, NARASIMHA RAO PALEM, 
CHATRAI,  NUZVID",Andhra Pradesh,521214,"Tel :
															JBDDHHJKLS",mmmr3339@gmail.com
,"51/CNITLAYOUT,TRIMURTYNAGAR, NAGPUR",Maharashtra,440022,"Tel :
															AIDFBKMHIPQPLPQSQXZT",aginternational4@yahoo.co.in
A.G.INTERNATIONAL,"51/CNITLAYOUT,TRIMURTYNAGAR, NAGPUR",Maharashtra,440022,"Tel :
															AIDFBKMHIPQPLPQSQXZT",aginternational4@yahoo.co.in
,VILL:BAKHARSHALP.O.JABAINPUR KARIMGANJ,Assam,788713,"Tel :
															CHHHFO",ahenterprise704@gmail.com
A.H.ENTERPRISE,VILL:BAKHARSHALP.O.JABAINPUR KARIMGANJ,Assam,788713,"Tel :
															CHHHFO",ahenterprise704@gmail.com
,CHAKKAR KI MILAK B.S.N.L.TOWER       BUILDING CIVIL LINES                MORADABAD,Uttar Pradesh,244001,"Tel :
															CFFJMHO",contact@ahandicraft.com
A.HANDICRAFT,CHAKKAR KI MILAK B.S.N.L.TOWER       BUILDING CIVIL LINES                MORADABAD,Uttar Pradesh,244001,"Tel :
															CFFJMHO",contact@ahandicraft.com
,"1-59,K.S.NAGAR,OPPGOVTHOSPITALTENKASIMAINROAD,KADAYAM TIRUNELVELI  DISTRICT",Tamil Nadu,627415,"Tel :
															CFDHGI",ajexporting@gmail.com
A.J. TRADERS,"1-59,K.S.NAGAR,OPPGOVTHOSPITALTENKASIMAINROAD,KADAYAM TIRUNELVELI  DISTRICT",Tamil Nadu,627415,"Tel :
															CFDHGI",ajexporting@gmail.com
,"BLOCK NO 75, NO.459/1,  Anna Salai, Teynampet, CHENNAI",Tamil Nadu,600018,"Tel :
															JCJJJIJOPQ",ajassociates1218@gmail.com
A.J.ASSOCIATES,"BLOCK NO 75, NO.459/1,  Anna Salai, Teynampet, CHENNAI",Tamil Nadu,600018,"Tel :
															JCJJJIJOPQ",ajassociates1218@gmail.com
,"2/245,ANNAMALAIILLAM,KURINJINAGAR,R.H.COLONY,VEDASANDUR, DINDIGUL DISTRICT",Tamil Nadu,624710,"Tel :
															JIDINHPHPS",ajinternational.aj14@gmail.com
A.J.INTERNATIONAL,"2/245,ANNAMALAIILLAM,KURINJINAGAR,R.H.COLONY,VEDASANDUR, DINDIGUL DISTRICT",Tamil Nadu,624710,"Tel :
															JIDINHPHPS",ajinternational.aj14@gmail.com
,"ROWHOUSENO.154,GAURINANDAN,SECTOR16A,NERULWEST NAVI MUMBAI",Maharashtra,400706,"Tel :
															AKKFEMNKONT",kirpa2006@rediffmail.com
A.K. ENTERPRISES,"ROWHOUSENO.154,GAURINANDAN,SECTOR16A,NERULWEST NAVI MUMBAI",Maharashtra,400706,"Tel :
															AKKFEMNKONT",kirpa2006@rediffmail.com
,"NO.5, MADAM STREET, ,  THIRUPPORUR, Contact No: 9940455509  KANCHEEPURAM",Tamil Nadu,603103,"Tel :
															JKGDIKLMIS",Akimpex005@gmail.com
A.K. IMPEX,"NO.5, MADAM STREET, ,  THIRUPPORUR, Contact No: 9940455509  KANCHEEPURAM",Tamil Nadu,603103,"Tel :
															JKGDIKLMIS",Akimpex005@gmail.com
,"PLOTNO.161-162-174-175,YAHYANAGAR,SONARI,BHESTAN,SURAT,GUJARAT-395023. SURAT",Gujarat,395023,"Tel :
															JHCEKHNPQN",ak.export.import17@gmail.com
A.K.EXPORT-IMPORT,"PLOTNO.161-162-174-175,YAHYANAGAR,SONARI,BHESTAN,SURAT,GUJARAT-395023. SURAT",Gujarat,395023,"Tel :
															JHCEKHNPQN",ak.export.import17@gmail.com
,"Row House No.1, Near Millennium Park  Hari Om Nagar, Mulund (East) Mumbai",Maharashtra,400081,"Tel :
															JJJDFJPLMJ",akexports97@gmail.com
A.K.Exports,"Row House No.1, Near Millennium Park  Hari Om Nagar, Mulund (East) Mumbai",Maharashtra,400081,"Tel :
															JJJDFJPLMJ",akexports97@gmail.com
,"1-A,1-BSAIDHAMDWING,P.K.RDEXOTICFLAVOURMULUNDWEST mumbai",Maharashtra,400080,"Tel :
															JKEDMOOQKM",jileshr@gmail.com
A.K.IMPEX,"1-A,1-BSAIDHAMDWING,P.K.RDEXOTICFLAVOURMULUNDWEST mumbai",Maharashtra,400080,"Tel :
															JKEDMOOQKM",jileshr@gmail.com
,"KIRANPARK, BIDHANPALLY  MADHYAMGRAM MADHYAMGRAM",West Bengal,700129,"Tel :
															JIFIJHIIKS",a.m.exporters17@gmail.com
A.M.EXPORTERS,"KIRANPARK, BIDHANPALLY  MADHYAMGRAM MADHYAMGRAM",West Bengal,700129,"Tel :
															JIFIJHIIKS",a.m.exporters17@gmail.com
,"PALAYAKKADU,A.G.PATTYPOSTNAMAGIRIPETVIA,RASIPURAM NAMAKKAL",Tamil Nadu,637406,"Tel :
															CFDJML",sales@amrinternational.org
A.M.R. INTERNATIONAL,"PALAYAKKADU,A.G.PATTYPOSTNAMAGIRIPETVIA,RASIPURAM NAMAKKAL",Tamil Nadu,637406,"Tel :
															CFDJML",sales@amrinternational.org
,"M.M.VILLA,AMC-XXIII-12,KANNAMCODE,ADOOR, PATHANAMTHITTA",Kerala,691523,"Tel :
															CCGHII",amworldwideexporters@gmail.com
A.M.WORLDWIDE,"M.M.VILLA,AMC-XXIII-12,KANNAMCODE,ADOOR, PATHANAMTHITTA",Kerala,691523,"Tel :
															CCGHII",amworldwideexporters@gmail.com
,"21/8B,MAHENDRAGOSWAMILANE, KOLKATA",West Bengal,700006,"Tel :
															CDGEFONL",kocharrabin@yahoo.co.in
A.P. INTERNATIONAL,"21/8B,MAHENDRAGOSWAMILANE, KOLKATA",West Bengal,700006,"Tel :
															CDGEFONL",kocharrabin@yahoo.co.in
,HERMITAGEOFFICECOMPLEX(HUDA)BLOCKNO.504HILLFORT HYDERABAD,Andhra Pradesh,500004,"Tel :
															CEFMIHJL",apagros@ap.nic.in
A.P.STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD,HERMITAGEOFFICECOMPLEX(HUDA)BLOCKNO.504HILLFORT HYDERABAD,Andhra Pradesh,500004,"Tel :
															CEFMIHJL",apagros@ap.nic.in
,"VILL.MUKUNDAKATI,P.O.ITINDA,P.S.BASIRHAT24PRGS(N), BASIRHAT",West Bengal,743292,"Tel :
															IKEKNIIJKS",aminurrahman1968@gmail.com
A.R. ENTERPRISE,"VILL.MUKUNDAKATI,P.O.ITINDA,P.S.BASIRHAT24PRGS(N), BASIRHAT",West Bengal,743292,"Tel :
															IKEKNIIJKS",aminurrahman1968@gmail.com
,"T/F,115,T/F,117,ANNAFRUITMARKET,KOYAMBEDU, CHENNAI",Tamil Nadu,600092,"Tel :
															CHGDIINQ",ardfruits@yahoo.co.in
A.R.DEVARAJULU NAIDU  SON,"T/F,115,T/F,117,ANNAFRUITMARKET,KOYAMBEDU, CHENNAI",Tamil Nadu,600092,"Tel :
															CHGDIINQ",ardfruits@yahoo.co.in
,"NO.1/258,KOTHAPARAMBAP.O.,KODUNGALLUR, THRISSUR",Kerala,680668,"Tel :
															CJCLJJJ",arexporters5@gmail.com
A.R.EXPORTERS,"NO.1/258,KOTHAPARAMBAP.O.,KODUNGALLUR, THRISSUR",Kerala,680668,"Tel :
															CJCLJJJ",arexporters5@gmail.com
,"B-02/148,LIG,P.O.KALYANI, KALYANI",West Bengal,741235,"Tel :
															JDFEHOGHKK",atanu.help1@gmail.com
A.S.CO.,"B-02/148,LIG,P.O.KALYANI, KALYANI",West Bengal,741235,"Tel :
															JDFEHOGHKK",atanu.help1@gmail.com
,"HARDEV CHHAYA APARTMENT SHOP NO -01,PLOT NO-44/45, SECTOR- 23, JUINAGAR, NAVI MUMBAI - 400705. NAVI MUMBAI",Maharashtra,400705,"Tel :
															IJJMNHKOPQ",askentexport@gmail.com
A.S.K ENTERPRISES,"HARDEV CHHAYA APARTMENT SHOP NO -01,PLOT NO-44/45, SECTOR- 23, JUINAGAR, NAVI MUMBAI - 400705. NAVI MUMBAI",Maharashtra,400705,"Tel :
															IJJMNHKOPQ",askentexport@gmail.com
,"NO.27/1, PARIVALLAL STREET, LOURTHU NAGAR, K.PUDUR, NEAR DHROWPATHI AMMAN KOVIL, MADURAI",Tamil Nadu,625007,"Tel :
															CGIIEGL",naveenherbs@gmail.com
"A.S.M. NAVEEN & CO.,","NO.27/1, PARIVALLAL STREET, LOURTHU NAGAR, K.PUDUR, NEAR DHROWPATHI AMMAN KOVIL, MADURAI",Tamil Nadu,625007,"Tel :
															CGIIEGL",naveenherbs@gmail.com
,"NO.77,APPASAMYSTREET,VIIAVENUE,HARRINGTONROAD,CHETPET, CHENNAI",Tamil Nadu,600031,"Tel :
															JFGHELPMQP",seahawkservice@gmail.com
A.S.N. AGENCIES,"NO.77,APPASAMYSTREET,VIIAVENUE,HARRINGTONROAD,CHETPET, CHENNAI",Tamil Nadu,600031,"Tel :
															JFGHELPMQP",seahawkservice@gmail.com
,"RABINDRAROAD(KATHGOLA), BARASAT",West Bengal,700125,"Tel :
															JBFLIOHORK",amit2009halder@gmail.com
A.S.R. ENTERPRISE,"RABINDRAROAD(KATHGOLA), BARASAT",West Bengal,700125,"Tel :
															JBFLIOHORK",amit2009halder@gmail.com
,"SCF-15,NEWSABJIMANDI JALANDHAR",Punjab,144004,"Tel :
															JJDHFLMNOM",AVR.exports@yahoo.com
A.V.R. EXPORTS,"SCF-15,NEWSABJIMANDI JALANDHAR",Punjab,144004,"Tel :
															JJDHFLMNOM",AVR.exports@yahoo.com
,"NO.51,THIRUVALLUVARNAGAR,1STCROSS, KRISHNAGIRI",Tamil Nadu,635001,"Tel :
															CECDKO",avs2166@yahoo.com
A.V.S. GLOBAL TRADERS,"NO.51,THIRUVALLUVARNAGAR,1STCROSS, KRISHNAGIRI",Tamil Nadu,635001,"Tel :
															CECDKO",avs2166@yahoo.com
,"NO.37,PENNINGTONROAD,RAILADY, THANJAVUR",Tamil Nadu,613001,"Tel :
															CIEKNI",prad_jeg@yahoo.com
A1 EXPORTS,"NO.37,PENNINGTONROAD,RAILADY, THANJAVUR",Tamil Nadu,613001,"Tel :
															CIEKNI",prad_jeg@yahoo.com
,"RZ B 12/15 MAHAVIR ENCLAVE,PALAM COLONY NEW DELHI",Delhi,110045,"Tel :
															JDDFIGMQLN",A2zTradingVentures@gmail.com
A2Z TRADING VENTURES,"RZ B 12/15 MAHAVIR ENCLAVE,PALAM COLONY NEW DELHI",Delhi,110045,"Tel :
															JDDFIGMQLN",A2zTradingVentures@gmail.com
,"GHARNO1186,PLOTNO367/1A/ZSNEAHNAGARNEARJOSHIHOSPITAL,RESTCAMPRD,DEOLALI, NASHIK",Maharashtra,422401,"Tel :
															CFLIEKM",mridul78@rediffmail.com
A4 M2 ENTERPRISES,"GHARNO1186,PLOTNO367/1A/ZSNEAHNAGARNEARJOSHIHOSPITAL,RESTCAMPRD,DEOLALI, NASHIK",Maharashtra,422401,"Tel :
															CFLIEKM",mridul78@rediffmail.com
,"4-124, Nursing home lane,  Madanapalli",Andhra Pradesh,517325,"Tel :
															JICHGJHJKM",urstrulycharan123@gmail.com
A5 Exports International,"4-124, Nursing home lane,  Madanapalli",Andhra Pradesh,517325,"Tel :
															JICHGJHJKM",urstrulycharan123@gmail.com
,B2/3RUCHITOWNSHIPNRICHCHHAPOREPOLICESTATIONKAVASPATITAHAZIRAROAD SURAT,Gujarat,394510,"Tel :
															ICELEGIKRS",nkumarkanse@gmail.com
AA INTERNATIONAL,B2/3RUCHITOWNSHIPNRICHCHHAPOREPOLICESTATIONKAVASPATITAHAZIRAROAD SURAT,Gujarat,394510,"Tel :
															ICELEGIKRS",nkumarkanse@gmail.com
,"1/1GROUNDFLOORMOHAMMADPUR,NEARAUGUSTKRANTIBHAWANBHIKAJICAMAPLACE NEW DELHI",Delhi,110066,"Tel :
															JKEDIKJJIM",amit.singhai@outlook.com
AA INTRADE VENTURES PRIVATE LIMITED,"1/1GROUNDFLOORMOHAMMADPUR,NEARAUGUSTKRANTIBHAWANBHIKAJICAMAPLACE NEW DELHI",Delhi,110066,"Tel :
															JKEDIKJJIM",amit.singhai@outlook.com
,"PLOTNO.9,SHASTRILAYOUT,KHAMLA, NAGPUR",Maharashtra,440025,"Tel :
															JKJDMLKOJP",aaa.enterprises23@gmail.com
AAA ENTERPRISES,"PLOTNO.9,SHASTRILAYOUT,KHAMLA, NAGPUR",Maharashtra,440025,"Tel :
															JKJDMLKOJP",aaa.enterprises23@gmail.com
,"54F,MARComplexDevangapet Coimbatore",Tamil Nadu,641001,"Tel :
															CFFGIIL",yas336@gmail.com
AAA Fresh Greens and Fruits,"54F,MARComplexDevangapet Coimbatore",Tamil Nadu,641001,"Tel :
															CFFGIIL",yas336@gmail.com
,"44,GANESHNAGAR,BEHINDKALKAMATATEMPLE,PAHADA,UDAIPUR UDAIPUR",Rajasthan,313001,"Tel :
															IDKGMKOIJJ",aaagtc95@gmail.com
AAA GENERAL TRADING COMPANY,"44,GANESHNAGAR,BEHINDKALKAMATATEMPLE,PAHADA,UDAIPUR UDAIPUR",Rajasthan,313001,"Tel :
															IDKGMKOIJJ",aaagtc95@gmail.com
,"27  CHINNASAMY STREET, FORT, SALEM",Tamil Nadu,636001,"Tel :
															JGCDGOKQJM",aaaimpex18@gmail.com
AAA IMPEX,"27  CHINNASAMY STREET, FORT, SALEM",Tamil Nadu,636001,"Tel :
															JGCDGOKQJM",aaaimpex18@gmail.com
,"72,8THSTREET,GANDHIPURAM, COIMBATORE",Tamil Nadu,641012,"Tel :
															JKLHKHHKNO",aaaindiaimpex@gmail.com
"AAA INDIA IMPEX,","72,8THSTREET,GANDHIPURAM, COIMBATORE",Tamil Nadu,641012,"Tel :
															JKLHKHHKNO",aaaindiaimpex@gmail.com
,"102,SAISMRUTIBLDG,L.T.COLONY,NO.2,DADAREAST, MUMBAI",Maharashtra,400014,"Tel :
															GGIEMNNH",akshay.avhad851@gmail.com
AAA TRADING COMPANY,"102,SAISMRUTIBLDG,L.T.COLONY,NO.2,DADAREAST, MUMBAI",Maharashtra,400014,"Tel :
															GGIEMNNH",akshay.avhad851@gmail.com
,"DOORNO.223/3,JEEVANAGAR,1STSTREET,JAIHINDUPURAM,OPP.GURUTEA MADURAI",Tamil Nadu,625011,"Tel :
															CEDFNOH",aaahaatrading@gmail.com
AAAHAA APPALAM TRADING,"DOORNO.223/3,JEEVANAGAR,1STSTREET,JAIHINDUPURAM,OPP.GURUTEA MADURAI",Tamil Nadu,625011,"Tel :
															CEDFNOH",aaahaatrading@gmail.com
,"HOUSENO-35A,POCKETA,LIGFLAT,NEWJAFRABADBABARPUR, Delhi",Delhi,110032,"Tel :
															JJLKJJNOJR",hindustan1@hotmail.com
AABAN ENTERPRISES,"HOUSENO-35A,POCKETA,LIGFLAT,NEWJAFRABADBABARPUR, Delhi",Delhi,110032,"Tel :
															JJLKJJNOJR",hindustan1@hotmail.com
,H.NO.480/2GULSHANNAGARSHAMLI SHAMLI,Uttar Pradesh,247776,"Tel :
															CGFIGG",aabanexportimport.trading@gmail.com
AABAN EXPORT IMPORT TRADING COMPANY,H.NO.480/2GULSHANNAGARSHAMLI SHAMLI,Uttar Pradesh,247776,"Tel :
															CGFIGG",aabanexportimport.trading@gmail.com
,"TR455A/2243A,ARUJABUILDINGPOPULARROAD,VADUTHALA KOCHI",Kerala,682023,"Tel :
															GBIDEKG",aadtraders.cok@gmail.com
AAD TRADERS,"TR455A/2243A,ARUJABUILDINGPOPULARROAD,VADUTHALA KOCHI",Kerala,682023,"Tel :
															GBIDEKG",aadtraders.cok@gmail.com
,"NEWNO.11/9,B,KASUKADAISTREET, DINDIGUL",Tamil Nadu,624001,"Tel :
															AFHEGJIPMJQ",aadhavhanimpex@yahoo.com
AADHAVHAN  IMPEX,"NEWNO.11/9,B,KASUKADAISTREET, DINDIGUL",Tamil Nadu,624001,"Tel :
															AFHEGJIPMJQ",aadhavhanimpex@yahoo.com
,"NO.10/136,METTUSTREET,WORAIYUR, TIRUCHIRAPALLI",Tamil Nadu,620003,"Tel :
															JGLKLJIKJP",aadhiraexim@gmail.com
AADHIRA EXIM,"NO.10/136,METTUSTREET,WORAIYUR, TIRUCHIRAPALLI",Tamil Nadu,620003,"Tel :
															JGLKLJIKJP",aadhiraexim@gmail.com
,"9/316,THIRUVALLURHIGHROAD,EDAPALYAMREDHILLS CHENNAI",Tamil Nadu,600052,"Tel :
															CHFEFKMN",abbikrishnan@gmail.com
AADHITHYA IMPORT AND EXPORT,"9/316,THIRUVALLURHIGHROAD,EDAPALYAMREDHILLS CHENNAI",Tamil Nadu,600052,"Tel :
															CHFEFKMN",abbikrishnan@gmail.com
,"SHOPNo.03,JAISHANKARPLAZA,DAGNIYA, RAIPUR",Chhattisgarh,492001,"Tel :
															JKKEFKIIRK",in.aadhyafoods@gmail.com
AADHYA FOODS,"SHOPNo.03,JAISHANKARPLAZA,DAGNIYA, RAIPUR",Chhattisgarh,492001,"Tel :
															JKKEFKIIRK",in.aadhyafoods@gmail.com
,"FLATNO.402,PLOTNO.29-F,LAXMISADANPARANJPESCHEME,A-RDNO.2,SUBHASHROAD,VILEPARLE(E)  MUMBAI",Maharashtra,400057,"Tel :
															IFHEEHGLKO",sangeet@freshcatchtrading.in
AADI AGRO EXPORTS,"FLATNO.402,PLOTNO.29-F,LAXMISADANPARANJPESCHEME,A-RDNO.2,SUBHASHROAD,VILEPARLE(E)  MUMBAI",Maharashtra,400057,"Tel :
															IFHEEHGLKO",sangeet@freshcatchtrading.in
,"411,B-WING,PUNITTOWERII,SECTOR11,CBDBELAPUR NAVI MUMBAI",Maharashtra,400614,"Tel :
															CIHKEIHP",aadityaexp@gmail.com
"AADITYA OVERSEAS,","411,B-WING,PUNITTOWERII,SECTOR11,CBDBELAPUR NAVI MUMBAI",Maharashtra,400614,"Tel :
															CIHKEIHP",aadityaexp@gmail.com
,"7, GANAPAT BAGLA ROAD, BLOCK-C, ROOM No. 513, KOLKATA",West Bengal,700007,"Tel :
															JCIGNHPJPQ",aadityatraders2015@gmail.com
AADITYA TRADERS,"7, GANAPAT BAGLA ROAD, BLOCK-C, ROOM No. 513, KOLKATA",West Bengal,700007,"Tel :
															JCIGNHPJPQ",aadityatraders2015@gmail.com
,"C/O Madhura Ekka, S/o Benedik Ekka, Karamdipa, RANCHI",Jharkhand,835207,"Tel :
															HIFJMMLMIO",smithvilla35@gmail.com
AADIVAS FOODS PRIVATE LIMITED,"C/O Madhura Ekka, S/o Benedik Ekka, Karamdipa, RANCHI",Jharkhand,835207,"Tel :
															HIFJMMLMIO",smithvilla35@gmail.com
,EDAPALAM  NADUVATTOM KOORACHIPADI ROAD PALAKKAD,Kerala,679503,"Tel :
															JJGKFJHIRK",drsreedents@yahoo.com
AADRICS AGRO PRODUCTS,EDAPALAM  NADUVATTOM KOORACHIPADI ROAD PALAKKAD,Kerala,679503,"Tel :
															JJGKFJHIRK",drsreedents@yahoo.com
,"130,COMMODITY EXCHANGE BLDG,1ST FL   ,SECTOR-19, VASHI                   NAVI MUMBAI",Maharashtra,400705,"Tel :
															CIKGFGNP",barmecha@vsnl.com
AAHA IMPEX PVT. LTD.,"130,COMMODITY EXCHANGE BLDG,1ST FL   ,SECTOR-19, VASHI                   NAVI MUMBAI",Maharashtra,400705,"Tel :
															CIKGFGNP",barmecha@vsnl.com
,"B-1,MATRUSHAKTISOCIETY,INDIACOLONYROAD,BAPUNAGAR,AHMEDABADGUJARAT-380024 AHMEDABAD",Gujarat,380024,"Tel :
															JJEIINMPJN",mukundsp2007@yahoo.com
AAI SHREE KHODIYAR TRADELINK,"B-1,MATRUSHAKTISOCIETY,INDIACOLONYROAD,BAPUNAGAR,AHMEDABADGUJARAT-380024 AHMEDABAD",Gujarat,380024,"Tel :
															JJEIINMPJN",mukundsp2007@yahoo.com
,"19/446,SATYAGRAHCHHAVNI,SATELLITEROAD, AHMEDABD",Gujarat,380015,"Tel :
															CHKIEHGL",aaishwaryaenterprise6466@gmail.com
AAISHWARYA ENTERPRISE,"19/446,SATYAGRAHCHHAVNI,SATELLITEROAD, AHMEDABD",Gujarat,380015,"Tel :
															CHKIEHGL",aaishwaryaenterprise6466@gmail.com
,20/1145 THAZHEPALAM  PARAPPURATH SHOPPING COMPLEX MALAPPURAM,Kerala,676101,"Tel :
															JCLMNKKMKMTO",shuhaibucv@gmail.com
AAK EXPORTS,20/1145 THAZHEPALAM  PARAPPURATH SHOPPING COMPLEX MALAPPURAM,Kerala,676101,"Tel :
															JCLMNKKMKMTO",shuhaibucv@gmail.com
,"3/2, SHIVDARSHAN CHS , SHIVKRUPA  NAGAR, KANJUR VILLAGE ROAD, BHANDUP EAST, MUMBAI",Maharashtra,400042,"Tel :
															JJIKJFOPMS",narayanpansare@gmail.com
AAKANKSHA INTERNATIONAL,"3/2, SHIVDARSHAN CHS , SHIVKRUPA  NAGAR, KANJUR VILLAGE ROAD, BHANDUP EAST, MUMBAI",Maharashtra,400042,"Tel :
															JJIKJFOPMS",narayanpansare@gmail.com
,401 SHANTAM COMPLEX NR. AGETA  TENNIS COURT GURUKUL RD. MEMNAGAR Contact No: 30917357  30917423  FAX: 7461944 AHMEDABAD,Gujarat,380052,"Tel :
															EBCIIFGQ",aakarexports@hotmail.com
AAKAR EXPORTS,401 SHANTAM COMPLEX NR. AGETA  TENNIS COURT GURUKUL RD. MEMNAGAR Contact No: 30917357  30917423  FAX: 7461944 AHMEDABAD,Gujarat,380052,"Tel :
															EBCIIFGQ",aakarexports@hotmail.com
,"602,LAXMINARAYANAPARTMENT,NATWARNAGAR,ROADNO01,JOGESHWARIEAST. MUMBAI",Maharashtra,400060,"Tel :
															JKEDKGPKRK",aakarsimpex@gmail.com
AAKAR OVERSEAS,"602,LAXMINARAYANAPARTMENT,NATWARNAGAR,ROADNO01,JOGESHWARIEAST. MUMBAI",Maharashtra,400060,"Tel :
															JKEDKGPKRK",aakarsimpex@gmail.com
,"F2, POOMALAI POONAM,  FLATS, OLD NO. 123, NEW NO.97, 2ND CROSS STREET, KARTHIKEYAPURAM, MADIPAKKAM CHENNAI",Tamil Nadu,600091,"Tel :
															EEFDGLNO",aakashchemicals@hotmail.com
AAKASH CHEMICALS,"F2, POOMALAI POONAM,  FLATS, OLD NO. 123, NEW NO.97, 2ND CROSS STREET, KARTHIKEYAPURAM, MADIPAKKAM CHENNAI",Tamil Nadu,600091,"Tel :
															EEFDGLNO",aakashchemicals@hotmail.com
